,Screen Size,Native Screen Resolution,Touchscreen Display,Convertible/Hybrid Display,Processor Type,Processor Cores,Processor Speed,Storage Drive Type,2-in-1,Processor Cache,Other Display Features,Year of Original Release,Display Type,Touchscreen,3D Capable Display,Screen Finish,Built-in Storage - Capacity GB,Built-in Storage Type,Solid-State Drive Capacity,RAM Size,RAM,Graphics Card,ENERGY STAR Qualified,Built-in Memory Card Reader,USB Ports,Integrated Wi-Fi,Webcam,Keyboard Language,Backlit Keyboard,Hard Disk Drive Capacity,Hard Drive Speed (Revolutions Per Minute),Colour,Optical Drive,Front Camera Still Resolution,Integrated Bluetooth,Approximate Battery Life,Pre-loaded Operating System,Compatible Memory Card Types,Operating System Language,Card Reader,Ethernet Port,Video Memory Configuration,Battery Type,Width,Height,Weight,Operating System,windows laptop,Type,Digital Download,CPU,Memory (RAM),Graphics,Disk Space,Internal or External,Other Input or Output Ports,Display Ports,HDCP Compliant,VR Ready,macbook,macbook_air,External Controls & Buttons,Wireless Carrier,Product Condition,Dedicated Video Memory Size,macbook_pro,Loaded Software,Wireless Display (WiDi) Capable,surface,chromebook,Battery - Number of Cells,gaming_laptop
459,13.3 in,,,,Core i5,,1.3 GHz,,,,,2013,,,,,,,256 GB,,4GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
460,13.3 in,1440 x 900,No,No,i5,2,,,,1.7GHz dual-core Intel Core i5 with 3MB shared L3 cache,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
461,13.3 in,1440 x 900,No,No,Intel Core i5,1,1.7 GHz,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
462,13.3 in,1440 x 900,No,,Intel Core i7,4,,,,,,2011,,,,,,,,,4,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
463,,1440 x 900,No,,1.6GHz dual-core Intel Core i5,2,,,,LPDDR3 SDRAM,,2015,,,,,,,,,8 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
464,,1440 x 900,No,,1.6 GHz Intel Core i5 Dual-Core,2,,,,LPDDR3 SDRAM,,2015,,,,,,,,,8 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
465,,1440 x 900,No,,1.6 GHz Intel Core i5,2,,,,3MB L3,,2015,,,,,,,,,4 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
466,,,,,Core i5,,,,,,,2015,,,,,,,,,4GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
467,,,,,Core i5,,,,,,,2013,,,,,,,,,4GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,1.0,,,,,,
468,,,,,Core i5,,,,,,,2014,,,,,,,,,4GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
469,,,,,Core i5,,,,,,,2015,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
470,,,,,Core i5,,,,,,,2014,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
471,,,,,Core i7,,,,,,,2015,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,Yes,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
472,,,,,Core i5,,,,,,,2013,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,2 x Thunderbolt Ports,,,,,,,,,1.0,,,,,,
473,,,,,Core i5,,,,,,,2012,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,2 x Thunderbolt Ports,,,,,,,,,1.0,,,,,,
474,,1366 x 768,No,No,Intel Core i5,,,,,4GB of Onboard 1600MHz LPDDR3 RAM,,2013,,,,,,,,,4GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
475,,1440 x 900,No,No,Intel Core i5,,,,,LPDDR3 RAM,,2013,,,,,,,,,4GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
476,13.3 in,1440x900,,,CORE I5 (5250U),,1.6 GHz,,,,,,,,,,,,128 GB,,4,,,,2 (3.0),,,,,,,,,,,,,,,SD Card (SDXC),,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
477,13.3 in,1440x900,,,CORE I5 (5250U),,1.6 GHz,,,,,,,,,,,,256 GB,4 GB,4,,,,2 (3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
478,13.3 in,1440x900,,,CORE I5 (5250U),,1.6 GHz,,,,,,,,,,,,128 GB,4 GB,,,,,2 (3.0),,,,,,,,,,,,,,,SD Card (SDXC),,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
479,13.3 in,1440x900,,,CORE I5 (5250U),,1.6 GHz,,,,,,,,,,,,256 GB,4 GB,,,,,2 (3.0),,,,,,,,,,,,,,,,10/100/1000,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
480,13.3 in,1440x900,,,CORE I5 (5250U),,1.6 GHz,,,,,,,,,,,,256 GB,8 GB,,HD Graphics 6000,,,,,,,,,,,,,,,,,,SD Card (SDXC),,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
481,13.3 in,1440x900,,,CORE I5 (4260U),,1.4 GHz,,,,,,,,,,,,128 GB,4 GB,4,HD Graphics 5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
482,13.3 in,1440x900,,,CORE I5 (5350U),,,,,,,,,,,,,,128 GB,8 GB,,HD Graphics 6000,,,2 (3.0),,,,,,,,,,,,,,,SD Card (SDXC),,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
483,13.3 in,,No,,,2,,,,,,,,,,,,,128 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,No,,1.0,,,,1536 MB,,,,,,,
484,13.3 in,1440x900,,,CORE I5 (5350U),,1.8 GHz,,,,,,,,,,,,128 GB,8 GB,8,HD Graphics 6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
485,13.3 in,1440x900,,,Core i5 (I5-5250U),,1.6 GHz,,,,,,,,,,,,128 GB,8 GB,8,HD Graphics 6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
486,13.3 in,1440x900,,,CORE I5 (4250U),,1.3 GHz,,,,,,,,,,,,,4 GB,4,HD Graphics 5000,,,,,,,,,,,,,,,,,,SD Card (SDXC),,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
487,13.3 in,,,,,,,,,,,2013,,,,,,,128 GB,4 GB,4,,No,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Macbook-Air-2013,Unlocked,Certified Pre-owned,,,,,,,,
488,13.3 in,,,,,,,,,,,2013,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,1.0,,,,,,
489,13.3 in,,,,,,,,,,,2012,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
490,13.3 in,,,,,,,,,,,2014,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
491,13.3 in,,,,,,,,,,,2013,,,,,,,128 GB,,8,,No,,,,,,,,,Silver,,,,Cycle Count: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
492,13.3 in,,,No,Core i5 - 5350U,,1.8 GHz,,,,,2017,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,OSX,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
493,13.3 in,,,,,,,,,,,2015,,,,,,,256 GB,8 GB,,,No,,,,,English,Yes,,,,,,,,,,Bilingual,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
494,13.3 in,,,,,,,,,,,2015,,,,,,,,,8GB,,No,,,,Yes,English,Yes,,,Silver,,,,,Mojave 10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
495,,2560 x 1600,No,No,Intel Core i5,2,,,,,,2019,,,,,,,,,8GB of 2133MHz LPDDR3,Intel UHD Graphics 617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
496,,1366 x 768,No,,1.4GHz dual-core Intel Core i5,2,,,,3MB shared L3,,2014,,,,,,,,,4 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
497,11.6 in,,,,Core i5,,1.4 GHz,,,,,2014,,,,,,,128 GB,,4GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
498,11.6 in,1366x768,No,No,Intel Core I5-4260U,2,1.4 GHz,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
499,13 in,,,,Core i5,,1.4 GHz,,,,,2014,,,,,,,128 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
500,13 in,,,,Core i5,,1.6 GHz,,,,,2015,,,,,,,256 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
501,13 in,,,,Core i5,,1.6 GHz,,,,,2015,,,,,,,256 GB,,4GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
502,13 in,,No,,INTEL CORE I5 5th Gen,,1.6 GHz,,,,,2015,,,,,,,128 GB,8 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
503,13 in,1440 X 900,,,Intel Core i5 5th Gen.,2,1.60 GHz,,,,,2015,,,,,,,128 GB,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
504,11 in,,,No,Core i5,,1.6 GHz,,,,,2015,,,,,,,256 GB,4 GB,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
505,,1440 x 900,No,No,,,,,,,,2012,,,,,,,,,,Intel HD Graphics 4000,,,,Wi-Fi 4 (802.11n),,,,,,,,,,,,,,SD,No,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
506,,,,,I5-2467M,,,,,,,2011,,,,,,,,,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
507,,,,,Intel Core I5-4260U,,1.4 GHz,,,,,2014,,,,,,,256 GB,4 GB,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
508,,,,,Intel Core i5,,1.4 GHz,,,,,2014,,,,,,,128 GB,4 GB,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
509,11 in,,,,Intel Core I5-4260U,,1.4 GHz,,,,,2014,,,,,,,,4 GB,4,,No,,,802.11 b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
510,11 in,,,,Intel Core I5-4250U,,1.5 GHz,,,,,2014,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
511,,,,,Intel Core I5-4250U,,1.3 GHz,,,,,2013,,,,,,,,,,,No,,,,Yes,,,,Not Applicable,,,,,,EL CAPITAN,,English,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
512,13 in,,,,Core i5,,1.8 GHz,,,,,2017,,,,,,,128 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
513,13 in,,,,Core i5,,1.6 GHz,,,,,,,,,,,,128 GB,,4GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
514,13 in,1440 x 900,,No,Intel Core i5-4260U,2,1.4 GHz,,,3 MB,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
515,13 in,,,,,,,,,,,2017,,,,,,,256 GB,,8,,No,,,,,,,,,Silver,,,,Cycle Count: 10,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
516,13 in,,,,,,,,,,,2017,,,,,,,128 GB,,8,,No,,,,,,,,,,,,,Cycle Count: 3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
517,13 in,,,,Intel Core I5-5250U,,1.6 GHz,,,,,2015,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
518,11 in,,,,Intel Core I5-5250U,,1.6 GHz,,,,,2015,,,,,,,,4 GB,4,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
519,11.6 in,,,No,Intel Core i5,,1.3 GHz,,,,,2013,,,,,,,256 GB,4 GB,,,,,,,,,,,,,,,,3 hours on average,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
520,11.6 in,1366x768,,No,Intel Core i5-4250U,,1.3 GHz,,,,,2013,,,,,,,128 GB,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
521,11 in,,,No,Intel Core I5-4260U,,1.4 GHz,,,,,2014,,,,,,,128 GB,8 GB,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
522,11 in,,,No,Intel Core I5-2467M,,1.6 GHz,,,,,2011,,,,,,,,2 GB,2,,,,,802.11 b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
523,11 in,,,,Intel Core I5-2467M,,1.6 GHz,,,,,2011,,,,,,,,2 GB,2,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
524,11 in,1366 x 768,No,,Intel Core i5,,,,,,,2012,,,,,,,128 GB,,,Intel HD Graphics 4000,,,,802.11n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
525,11 in,,,,Intel Core I5-3317U,,1.7 GHz,,,,,2012,,,,,,,,4 GB,4,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
526,11.6 in,,,,Intel Core i5 dual-core,2,,,,,,2014,,,,,,,128 GB,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,Unlocked,Certified Pre-owned,,,,,,,,
527,13.3 in,,,,,,,,,,,,,,,,,,,,,,No,,,,,English,Yes,,,Gold,,,,,,,Bilingual,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
528,11.6 in,,,,,,,,,,,2014,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
529,13.3 in,2560 x 1600,No,No,Intel Core i5,4,1.4 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
530,13.3 in,2560 x 1600,No,No,Intel Core i5,4,2.4 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
531,,2560 x 1600,No,No,Intel Core i5,4,,,,,,2019,,,,,,,,,8GB of 2133MHz LPDDR3,Intel Iris Plus Graphics 645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
532,,2560 x 1600,No,No,Intel Core i5,4,,,,,,2019,,,,,,,,,8 GB 2133 MHz LPDDR3,Intel Iris Plus Graphics 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
533,,2560 x 1600,No,No,Intel Core i5,4,,,,,,2019,,,,,,,,,8GB 2133MHz LPDDR3,Intel Iris Plus Graphics 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
534,,2880 x 1800,No,No,Intel Core i9,8,,,,,,2019,,,,,,,,,16GB 2400MHz DDR4,Radeon Pro 560X with 4GB GDDR5 memory; Intel UHD Graphics 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
535,,2880 x 1800,No,No,Intel Core i7,6,,,,,,2019,,,,,,,,,16GB 2400MHz DDR4,Radeon Pro 555X with 4GB GDDR5 memory; Intel UHD Graphics 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
536,,2560 x 1600,No,,Dual-Core Intel i5,2,,,,4 MB L3,LED Backlit Display,2019,,,,,,,,,LPDDR3; 1866 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
537,15.4 in,2880 x 1800,No,No,Intel Core i9,8,2.3 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
538,15.4 in,2880 x 1800,No,No,Intel Core i7,6,2.6 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
539,16.0 in,3072 x 1920,No,No,Intel Core i9,8,2.3 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
540,16.0 in,3072 x 1920,No,No,Intel Core i7,6,2.6 GHz,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
541,13.3 in,2560 x 1600,No,No,Intel Core i5,4,1.4 GHz,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
542,13.3 in,,,,i7,,2.9 GHz,,,,,,,,,,,,,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,750 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
543,13.3 in,2560x1600,,,Core i7 (I7-6567U),,3.3 GHz,,,,,,,,,,,,1 GB,,16,,,,,802.11b/g/n,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
544,,2560 x 1600,No,No,Intel Core i5,4,,,,,,,,,,,,,,,8GB of 2133MHz LPDDR3,Intel Iris Plus Graphics 645,,,2 x Thunderbolt 3 (USB-C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
545,,3072 x 1920,No,No,Intel Core i7,6,,,,,,,,,,,,,,,16GB of 2666MHz DDR4,AMD Radeon Pro 5300M with 4GB GDDR6; Intel UHD Graphics 630,,,Four Thunderbolt 3 (USB-C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
546,,3072 x 1920,No,No,Intel Core i9,8,,,,,,,,,,,,,,,16GB of 2666MHz DDR4,AMD Radeon Pro 5500M with 4GB GDDR6; Intel UHD Graphics 630,,,Four Thunderbolt 3 (USB-C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
547,,2880 x 1800,No,,Intel Core i7-5th Generation,4,,,,6 MB Shared L3 Cache,LED Backlit Display,,,,,,,,,,DDR3L; 1600 MHz,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
548,15.4 in,2880x1800,,,Core i7 (I7-4870HQ),,2.5 GHz,,,,,,,,,,,,512 GB,16 GB,16,Radeon R9 M370X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
549,15.4 in,2880x1800,,,Core i7 (I7-4870HQ),,2.5 GHz,,,,,,,,,,,,512 GB,,16,Radeon R9 M370X,,,2x3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
550,15.4 in,2880x1800,,,CORE I7 (7820HQ),,2.9 GHz,,,,,,,,,,,,512 GB,16 GB,16,Radeon Pro 560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
551,15.4 in,2880x1800,,,Core i7 (I7-4770HQ),,2.2 GHz,,,,,,,,,,,,256 GB,,16,Iris Pro 5200,,,2x3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
552,13 in,2560x1600,,,Core i5 (I5-5257U),,2.7 GHz,,,,,,,,,,,,256 GB,8 GB,8,Iris Graphics 6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
553,13 in,2560x1600,,,Core i7 (I7-6660U),,2.4 GHz,,,,,,,,,,,,512 GB,,8,Iris Graphics 540,,,,,,,,,,,,,,,,,,,10/100/1000,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
554,13 in,,,,i5,,2.3 GHz,,,,,,,,,,,,256 GB,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
555,15 in,2880x1800,,,CORE I7 (6920HQ),,2.9 GHz,,,,,,,,,,,,,16 GB,16,Radeon Pro 455,,,4* (3.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
556,15 in,2880x1800,,,Core i7 (I7-4850HQ),,2.3 GHz,,,,,,,,,,,,512 GB,16 GB,16,GeForce GT 750M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
557,15 in,2880x1800,,,Core i7 (I7-6920HQ),,2.9 GHz,,,,,,,,,,,,1 GB,16 GB,16,Radeon Pro 450/455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
558,15 in,2880x1800,,,Core i7 (I7-6920HQ),,2.9 GHz,,,,,,,,,,,,1 GB,,16,Radeon Pro 450/455,,,,802.11b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
559,15 in,2880x1800,,,Core i7 (I7-7920HQ),,3.1 GHz,,,,,,,,,,,,1 GB,,16,,,,,802.11b/g/n,,,,,,,,,,,,,,,10/100/1000,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
560,15 in,,,,Core i7,,2.2 GHz,,,,,,,,,,,,256 GB,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
561,,2560 x 1600,No,No,Intel Core i5,4,,,,,,2018,,,,,,,,,8GB of 2133MHz LPDDR3,Intel Iris Plus Graphics 655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
562,,2880 x 1800,No,No,Intel Core i7,6,,,,,,2018,,,,,,,,,16GB of 2400MHz DDR4,Radeon Pro 560X With 4 GB GDDR5 Memory; Intel UHD Graphics 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
563,,2880 x 1800,No,No,Intel Core i7,6,,,,,,2018,,,,,,,256 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
564,,2560 x 1600,No,No,Core i5 (I5-8259U),4,,,,6 MB L3,Touchbar,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
565,13.3 in,2560 x 1600,No,No,Intel Core i5,4,2.3 GHz,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
